state,district,murder,rape,kidnapping,robbery,theft,riots,cheating,total_crimes,hurt,assault_women,dowry_deaths,risk_label,population_lakhs,crime_rate,murder_rate,rape_rate,kidnapping_rate,robbery_rate,theft_rate,riots_rate,cheating_rate,crime_severity_index,crime_diversity_score,tourist_risk_score,safety_score
Andhra Pradesh,Krishna,29,28,116,3,457,9,177,6638,1396,321,12,High,47.5,139.74736842105264,6.105263157894737,5.894736842105263,24.42105263157895,0.631578947368421,96.21052631578948,1.8947368421052633,37.26315789473684,2.3835307525703566,5,9.727254524088446,9.453548985561095
Andhra Pradesh,Kurnool,41,9,48,13,308,31,454,4635,694,177,4,Safe,43.0,107.79069767441861,9.534883720930234,2.0930232558139537,11.162790697674419,3.0232558139534884,71.62790697674419,7.209302325581395,105.5813953488372,2.7363488692439897,6,6.7768167915243565,9.57850844164884
Andhra Pradesh,Nandyal,44,8,45,18,294,21,617,5380,1464,137,2,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Andhra Pradesh,NTR,48,51,67,28,1270,2,387,13694,1188,408,3,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Andhra Pradesh,Palnadu,40,9,41,5,428,18,185,4658,1065,177,3,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Andhra Pradesh,Parvathipuram Manyam,6,21,23,2,57,2,18,2224,197,70,2,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Andhra Pradesh,Prakasam,49,24,18,5,538,26,277,7114,1256,261,0,Safe,35.0,203.25714285714287,14.0,6.857142857142858,5.142857142857142,1.4285714285714284,153.71428571428572,7.428571428571429,79.14285714285714,3.1124874431545937,6,7.200694907442095,9.205208132638392
Andhra Pradesh,Sri Potti Sriramulu Nellore,54,17,27,13,662,4,357,8350,1288,283,2,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Andhra Pradesh,Sri Sathya Sai,51,7,13,13,305,24,90,4385,1029,225,7,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Andhra Pradesh,Srikakulam,23,26,17,2,154,2,99,5204,1226,195,2,Safe,27.5,189.23636363636365,8.363636363636363,9.454545454545455,6.181818181818182,0.7272727272727273,56.0,0.7272727272727273,36.0,1.8120421514715455,4,6.4915355604970415,9.26003327256757
Andhra Pradesh,Tirupati,60,17,25,19,762,18,206,7045,708,231,3,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Andhra Pradesh,Visakhapatnam,38,69,38,26,660,0,216,7980,664,315,6,High,48.0,166.25,7.916666666666666,14.375,7.916666666666666,5.416666666666666,137.5,0.0,45.0,2.7234265127602697,5,9.352465065330064,9.34991633705224
Andhra Pradesh,Vizianagaram,22,30,70,7,300,2,74,5034,623,160,3,Moderate,24.0,209.75,9.166666666666666,12.5,29.166666666666664,2.916666666666667,125.0,0.8333333333333333,30.833333333333336,3.1304541527865735,5,14.110736765234835,9.179819258326061
Andhra Pradesh,West Godavari,14,39,19,9,556,17,213,4657,1114,244,8,Moderate,42.0,110.88095238095238,3.333333333333333,9.285714285714286,4.523809523809524,2.142857142857143,132.38095238095238,4.0476190476190474,50.71428571428571,2.148165137089065,6,5.062988606795224,9.5664246876695
Andhra Pradesh,YSR,50,14,16,3,239,10,210,6448,1466,176,7,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Anjaw,1,0,0,0,7,0,2,23,1,2,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Changlang,8,5,6,0,28,1,4,111,3,6,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Dibang Valley,0,0,0,0,2,0,1,9,1,0,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Kameng East,4,6,1,0,15,0,8,84,7,3,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Kameng West,1,2,5,1,28,1,9,120,10,1,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Kurung Kumey,2,0,0,0,7,0,2,23,1,0,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Lohit,2,2,4,3,13,0,1,78,6,6,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Longding,2,1,5,2,4,0,3,45,3,1,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Lower Dibang Valley,0,7,2,0,19,0,1,52,5,3,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Papum Pare City,2,20,26,28,375,3,20,898,112,14,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Papum Pare Rural,8,0,3,1,25,1,5,92,5,2,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Siang East,4,6,6,6,55,0,11,156,15,8,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Siang Upper,1,0,0,1,12,1,3,62,8,0,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Siang West,2,8,3,1,18,1,4,81,15,9,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Subansiri Lower,1,3,0,2,4,0,5,30,1,2,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Subansiri Upper,3,0,1,1,6,0,2,58,18,3,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Tawang,0,2,0,0,1,0,11,25,0,0,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Tirap,1,1,0,4,6,0,2,34,2,0,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Namsai,9,1,3,1,35,0,0,112,14,2,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Siang,1,3,0,0,13,0,1,39,3,0,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Kamle,1,1,1,0,4,1,0,31,6,0,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Kra Dadi,1,1,1,0,2,0,0,20,5,0,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Lower Siang,2,3,2,0,6,2,2,45,7,0,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Leparada,0,1,1,1,8,0,6,34,5,2,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Shiyomi,0,1,0,0,2,0,1,15,5,0,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Arunachal Pradesh,Pakkessang,0,0,0,0,6,0,0,17,5,3,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,BIEO,0,0,0,0,0,0,0,17,0,0,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Barpeta,31,29,221,10,228,5,96,2127,231,105,18,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Baksa,15,7,56,8,48,2,17,414,61,22,3,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Bongaigaon,21,22,99,34,270,1,68,1275,168,34,2,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Cachar,60,45,282,30,947,20,129,5018,1044,158,15,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Chirang,14,18,66,5,105,0,56,632,111,21,1,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Darrang,31,61,202,14,167,11,132,2143,485,90,3,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Dhemaji,17,22,51,9,111,0,24,648,82,34,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Dhubri,35,39,193,19,286,22,3,2173,288,97,11,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Dibrugarh,56,18,153,12,451,0,93,1864,227,44,7,High,14.0,133.14285714285714,40.0,12.857142857142858,109.28571428571429,8.571428571428571,322.14285714285717,0.0,66.42857142857143,9.090501738886026,5,44.81682507496513,9.479374458545813
Assam,Goalpara,23,45,116,4,260,1,116,1595,102,86,4,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Golaghat,23,22,84,1,113,5,33,876,50,3,1,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Guwahati City,74,62,379,222,2832,3,600,9223,1249,141,10,High,12.0,768.5833333333334,61.66666666666667,51.66666666666667,315.8333333333333,185.0,2360.0,2.5,500.0,39.609734722110325,6,100.0,6.9946257526981555
Assam,Hailakandi,13,40,76,6,148,26,26,1080,163,48,2,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Hamren,7,6,26,1,38,1,6,199,0,4,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Jorhat,37,27,104,21,404,0,156,1721,327,75,1,Moderate,11.5,149.65217391304347,32.173913043478265,23.47826086956522,90.43478260869564,18.26086956521739,351.30434782608694,0.0,135.65217391304347,9.69230839542851,5,43.145468127472334,9.414818445801586
Assam,Kamrup,50,98,262,59,573,20,158,4741,566,320,16,High,15.5,305.8709677419355,32.25806451612903,63.2258064516129,169.03225806451613,38.064516129032256,369.6774193548387,12.903225806451612,101.93548387096774,14.516679876255276,6,79.43508528606317,8.803959584366597
Assam,Karbi Anglong,25,8,48,5,119,0,13,416,23,4,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Karimganj,32,61,113,5,208,9,74,2055,104,15,7,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Kokrajhar,37,36,99,8,214,8,40,1108,24,72,2,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Lakhimpur,35,16,143,14,205,7,57,1516,312,58,3,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Morigaon,30,49,231,12,273,12,144,1759,365,70,6,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Dima Hasao,5,3,14,7,23,1,29,193,18,6,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Nagaon,58,65,192,42,569,27,140,3389,208,69,6,Moderate,28.5,118.91228070175438,20.35087719298246,22.80701754385965,67.36842105263158,14.736842105263158,199.64912280701753,9.473684210526315,49.12280701754386,6.5316984268206895,6,32.884752510412646,9.535019963861242
Assam,Nalbari,19,20,98,23,254,5,89,1656,289,78,1,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,RPO,0,0,0,0,0,0,0,0,0,0,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,SOU,0,0,0,0,0,0,0,0,0,0,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,STF,0,0,0,0,1,0,0,1,0,0,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Sibsagar,28,15,56,4,223,3,37,958,156,24,4,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Sonitpur,62,68,421,34,261,8,216,2084,103,74,33,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Tinsukia,59,70,194,53,666,11,172,2691,282,54,1,Moderate,13.8,195.0,42.75362318840579,50.724637681159415,140.57971014492753,38.405797101449274,482.6086956521739,7.971014492753623,124.63768115942028,14.40404603981703,6,71.52864204554497,9.237495853986088
Assam,Udalguri,25,21,94,4,107,1,21,746,99,21,5,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Sadia,2,4,24,2,28,0,9,159,43,1,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Majuli,4,3,15,0,18,0,16,196,39,8,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Biswanath,35,15,73,2,72,0,29,608,86,23,2,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Hojai,27,46,193,14,189,2,0,1747,379,50,2,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,South Salmara,16,32,58,1,78,14,32,726,157,17,5,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Charaideo,33,7,46,2,74,0,15,433,56,23,2,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Bajali,3,4,30,3,47,1,25,366,44,19,1,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Assam,Tamulpur,15,8,42,3,46,1,11,318,27,13,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Bihar,Araria,82,28,279,56,752,85,39,4627,2638,5,19,Safe,28.5,162.35087719298247,28.771929824561404,9.82456140350877,97.89473684210526,19.64912280701754,263.859649122807,29.82456140350877,13.68421052631579,7.862300907048605,6,40.99079794715301,9.365162989904386
Bihar,Arwal,16,7,49,12,169,80,7,1360,440,7,9,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Bihar,Aurangabad,79,36,203,37,829,79,158,4248,1958,11,28,Moderate,25.2,168.57142857142858,31.349206349206348,14.285714285714286,80.55555555555556,14.682539682539684,328.968253968254,31.349206349206348,62.698412698412696,8.412775673737892,6,36.982735708072106,9.340838906742551
Bihar,Bagaha,38,18,126,13,169,56,110,2235,1249,37,23,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Bihar,Banka,53,8,127,28,317,24,43,3437,2359,8,14,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Bihar,Begusarai,110,15,304,78,653,21,120,4757,2764,5,20,Moderate,30.0,158.56666666666666,36.666666666666664,5.0,101.33333333333333,26.0,217.66666666666666,7.0,40.0,8.030792538047075,6,44.36678164325,9.37996030383108
Bihar,Bettiah,37,7,233,19,989,63,76,5830,3821,0,29,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Bihar,Kaimur(Bhabhua),22,13,134,10,396,70,89,2378,1098,16,30,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Bihar,Bhagalpur,96,26,395,62,1406,120,178,5058,2270,6,17,Moderate,30.5,165.8360655737705,31.475409836065573,8.524590163934425,129.5081967213115,20.327868852459016,460.9836065573771,39.34426229508197,58.36065573770492,10.742110934420488,6,49.83677674156902,9.351534935596742
Bihar,Bhojpur,100,20,334,63,1322,216,79,6135,2451,46,35,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Bihar,Buxar,37,10,172,14,536,308,105,3022,1282,6,16,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Bihar,Darbhanga,64,21,226,46,1074,37,156,5460,2710,7,20,Safe,39.5,138.22784810126583,16.20253164556962,5.3164556962025316,57.21518987341773,11.645569620253164,271.8987341772152,9.367088607594937,39.493670886075954,5.406040269693695,6,23.72697333029773,9.459490731939505
Bihar,Gaya,144,72,547,131,2148,326,462,10878,5283,8,56,Moderate,44.0,247.22727272727272,32.72727272727273,16.363636363636363,124.31818181818181,29.77272727272727,488.1818181818182,74.0909090909091,105.0,12.476498927016705,6,53.340374918054735,9.033272715578166
